Intake number,Address,Manual Status,Status,Verification
3847,5547 Mark Ln Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
3848,780 WILLOW ST PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3849,3852 Tweedy Ln Oroville CA 95965,Destroyed (>50%),Destroyed (>50%),match
3850,1234 BILLE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3851,275 PACIFIC DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3852,5567 KEITH RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3853,5677 CLARA LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3854,6314 OLIVER RD PARADISE CA 95959,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3855,13583 MIWOK CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
3856,1436 ROY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3857,5405 HICKORY WAY PARADISE CA 95959,Destroyed (>50%),Destroyed (>50%),match
3858,6656 PENTZ RD #28 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3859,5975 MAXWELL DR #27 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
3860,4318 BIG BEND RD #9 oroville CA 95965,Destroyed (>50%),No Visible Damage,mismatch
3861,7126 PENTZ RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3862,6774 LONESOME PINE TRL MAGALIA CA 95954,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3863,1749 WHITAKER RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3864,5101 FOSTER RD #B PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3865,6379 FRANK TURNER WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3866,14056 TEMPLE CIR MAGALIA CA 95954,Affected (1-9%),Affected (1-9%),match
3867,13512 CONCOW RD OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3868,5900 MAXWELL DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3869,308 REDBUD DR PARADISE CA 95969,Affected (1-9%),Affected (1-9%),match
3870,5238 EDGEWOOD LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3871,4026 TIMTAM LANE YANKEE HL YANKEE HILL CA 95965,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
3872,5483 FOSTER RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3873,1670 honeyrun rd Chico ca CA 95928,,No Visible Damage,unverified
3874,1003 CENTRAL PARK DR PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
3875,6638 DOLORES DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3876,6015 GEPPETTO LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3877,1354 ELLIOTT RD #23 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3878,1604 Nunneley rd Paradise CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3879,1436 LOFTY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3880,9000 SKWY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3881,1424 COLDREN RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3882,6265 OLYMPIA WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3883,1512 MAYBELLE WAY PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3884,8354 MONTNA DR PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3885,14124 WYCLIFF WAY MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
3886,1201 NUNNELEY RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3887,5712 BONNIE LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3888,14127 SKWY MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
3889,6465 MARIN CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
3890,6200 FORTY OAKS LN PARADISE CA 95969-3077,Destroyed (>50%),Affected (1-9%),mismatch
3891,13779 FERGUSON DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
3892,65 WIND RIDGE DR YANKEE HILL CA 95965,No Visible Damage,No Visible Damage,match
3893,6150 GREENWOOD DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3894,1155 MCMULLEN AVE YUBA CITY CA 95991,,No Visible Damage,unverified
3895,14448 CARNEGIE RD MAGALIA CA 95954,,No Visible Damage,unverified
3896,5560 BUTTE VIEW TER PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3897,6656 PENTZ RD #14 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3898,835 BILLE RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3899,1000 ELLIOTT RD #N PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
3900,5975 MAXWELL DR #24 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
3901,5972 KIBLER RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3902,1834 BILLE ROAD EXT PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3903,1629 NELSON LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3904,5445 EDGEWOOD LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3905,6206 STEIFFER RD MAGALIA CA 95954,,No Visible Damage,unverified
3906,8396 SKWY PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3907,1060 BUSCHMANN RD #42 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3908,13356 hog ranch rd oroville CA 95965,Destroyed (>50%),No Visible Damage,mismatch
3909,13778 GLOVER LN MAGALIA CA 95954,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3910,1451 Moon Way Paradise CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3911,490 CIRCLEWOOD DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3912,6247 BECKER WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3913,14637 LARTER LN MAGALIA CA 95954,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3914,13466 ATHENS WAY MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
3915,481 NUNNELEY RD #8 PARADISE CA 96969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
3916,6656 PENTZ RD #H PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3917,5436 CLARK RD #74 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3918,6050 KIBLER RD PARADISE CA 96969,Destroyed (>50%),Destroyed (>50%),match
3919,14239 MANATEE CIR MAGALIA CA 95954,No Visible Damage,No Visible Damage,match
3920,14186 DECATUR DR MAGALIA CA 95954,Affected (1-9%),Affected (1-9%),match
3921,6233 WALL LN PARADISE CA 95969,No Visible Damage,Destroyed (>50%),mismatch
3922,1382 EMERALD LN PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3923,14073 TEMPLE CIR MAGALIA CA 95954,No Visible Damage,Destroyed (>50%),mismatch
3924,3288 Neal rd Paradise CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
3925,14822 CRESCENT DR MAGALIA CA 95954,,No Visible Damage,unverified
3926,1747 ARANY CT PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3927,5430 SAWMILL RD #1 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3928,1680 BILLE RD PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
3929,1000 ELLIOTT RD #D PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
3930,14916 GLENWOOD DR MAGALIA CA 95954,,No Visible Damage,unverified
3931,1080 Buschmann Road #13 Paradise CA 95969,Destroyed (>50%),No Visible Damage,mismatch
3932,5921 CAMINO LN #11 PARADISE CA 95868,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
3933,668 MEMORIAL WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3934,14849 SMOKEY WAY MAGALIA CA 95954,,No Visible Damage,unverified
3935,6133 SAWMILL RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3936,1565 NUNNELEY RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3937,6345 Harvey rd Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
3938,1173 Deschutes Dr Chico CA 95973,,No Visible Damage,unverified
3939,1490 Freestone Ct Paradise CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
3940,5975 Maxwell Dr #4 Paradise CA 95969,Destroyed (>50%),No Visible Damage,mismatch
3941,1575 SYILVAN WAY PARADISE CA 95967,Destroyed (>50%),Destroyed (>50%),match
3942,7193 MARYSVILLE RD 5730 middle libby road BROWNS VALLEY CA 5730,,No Visible Damage,unverified
3943,1760 STARK LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3944,5216 HARMONY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3945,1963 HILLPARK LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3946,9238 SKWY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3947,1862 DEAN RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3948,5977 SYLVAN CT PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3949,13790 SKWY #B MAGALIA CA 95954,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3950,5998 WILLIAMS DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3951,4554 CAROUSEL WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3952,3837 WINDERMERE LN oroville CA 95965,Destroyed (>50%),Destroyed (>50%),match
3953,1869 NORWOOD DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3954,6112 RIPLEY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3955,6329 BENTLEY CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
3956,6853 PENTZ RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3957,6911 CLARK RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3958,1229 WAGSTAFF RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3959,1598 GREY SQUIRREL TRL PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3960,14806 DENISE DR MAGALIA CA 95954,,No Visible Damage,unverified
3961,721MEYERS LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3962,13841 SUGAR PINE DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
3963,11219 NELSON BAR RD OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3964,574 HILLCREST DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3965,5949 FOSTER RD #10 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3966,1220 ELLIOTT RD #43 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3967,4886 PENTZ RD PARADISE CA 94969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3968,948 BILLE RD #A PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3969,13488 HELLTOWN RD CHICO CA 95928,,No Visible Damage,unverified
3970,1651 LOG CABIN LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3971,5275 CALIFORNIA WAY #Lot B PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3972,13769 EUREKA DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
3973,4463 CASA SIERRA VIS PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
3974,4463 CASA SIERRA VIS PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
3975,6691 QUAIL WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3976,15319 DOE LN MAGALIA CA 95954,,No Visible Damage,unverified
3977,5427 T J WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3978,1629 EAGLET WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3979,5700 SKWY PARADISE CA 95969,No Visible Damage,Destroyed (>50%),mismatch
3980,883 BILLE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3981,2581 CALIFORNIA PARK DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3982,55 RICH GULC RD YANKEE HILL CA 95965,,Uncertain (Nearby features vary in damage),unverified
3983,14121 TEMPLE CIR MAGALIA CA 95954,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
3984,5904 MAXWELL DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3985,6422 Apollo ln Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
3986,5038 ARDEN WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3987,5700 SKWY PARADISE CA 95969,No Visible Damage,Destroyed (>50%),mismatch
3988,6660 QUAIL WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3989,10688 Pine meadow rd Oroville CA 95965,,No Visible Damage,unverified
3990,5775 DEERPARK LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3991,5651 STAPLETON LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3992,1940 CRANDALL WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3993,136 VALLEY RIDGE DR PARADISE CA 95969,Affected (1-9%),Uncertain (Nearby features vary in damage),uncertain
3994,13484 ACHILLES CT MAGALIA CA 95954,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
3995,2352 STEARNS RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3996,7 OLIVE BRANCH LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3997,15707 PINION RD MAGALIA CA 95954,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
3998,6090 MAXWOOD DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
3999,5825 TANGLEWOOD DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4000,1000 ELLIOTT RD #K  PARADISE CA 95969,No Visible Damage,No Visible Damage,match
4001,6799 skwy #30 Paradise CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
4002,1570 ELLIOTT RD PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
4003,1802 EL TORO CT PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4004,3838 WINDERMERE LN OROVILLE CA 95965,Destroyed (>50%),Destroyed (>50%),match
4005,6298 DIAMOND AVE PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4006,5735 SHADY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4007,5523 SOUTH LIBBY DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4008,14451 COLTER WAY MAGALIA CA 95954,,No Visible Damage,unverified
4009,1060 BUSCHMANN RD #26 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4010,8168 SKWY #132 PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
4011,7974 SKWY #15 PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
4012,5797 ACORN RIDGE DR PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
4013,6566 OAK PARK DR MAGALIA CA 95954,No Visible Damage,No Visible Damage,match
4014,1319 DEODARA WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4015,6242 FERN LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4016,13728 SUGAR PNE MAGALIA CA 95954,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
4017,6241 WEST WAGSTAFF RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4018,5948 HAZEL WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4019,5446 BLACK OLIVE DR #11 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4020,408 OPENSHAW RD OROVILLE CA 95965,,No Visible Damage,unverified
4021,6428 VENTURA DR MAGALIA CA 95954,,Destroyed (>50%),unverified
4022,520 HORSESHOE HILL DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4023,5283 EDGEWOOD LN #B PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
4024,13654 ENDICOT CIR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
4025,15095 PINEHURST WAY MAGALIA CA 95954,,No Visible Damage,unverified
4026,6280 PENTZ RD #28 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4027,5607 GLEN PARK LN PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
4028,1557 la grande view rd Paradise CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
4029,5580 WILSON LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4030,1005 MAPLE PARK DR #PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4031,14850 UPLAND RD MAGALIA CA 95954,,No Visible Damage,unverified
4032,14669 CARNEGIE RD MAGALIA CA 95954,,No Visible Damage,unverified
4033,6256 WALL LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4034,6171 N LIBBY RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4035,6211 FOREST LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4036,13521 W PARK DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
4037,840 ELLIOTT RD #A PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4038,905 WAGGONER RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4039,5385 FOSTER RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4040,474 NUNNELEY RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
4041,2920 CLARK RD #D10 BUTTE VALLEY CA 95965,No Visible Damage,No Visible Damage,match
4042,6346 DIAMOND AVE PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4043,5405 SCOTTWOOD RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4044,1383 FOREST SERVICE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4045,6770 Indian dr Magalia CA 95954,Destroyed (>50%),Destroyed (>50%),match
4046,740 BROOKHAVEN DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4047,1588 HIDDEN HAVEN LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4048,372 CIRCLEWOOD DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4049,8386 skwy Paradise CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
4050,5157 PENTZ RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
4051,6456 LUCKY JOHN RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4052,380 RANKIN WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4053,1220 ELLIOT RD #33 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4054,1465 HAPPY WOODS LN PARADISE CA 95969,No Visible Damage,Destroyed (>50%),mismatch
4055,6127 RIPLEY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4056,5660 ANGEL DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4057,3218 NEAL RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4058,4425 Willow Springs Rd Chico CA 95928,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
4059,4425 Willow Springs Rd Chico CA 95928,,Uncertain (Nearby features vary in damage),unverified
4060,747 PICASO LN CHICO CA 95926,,No Visible Damage,unverified
4061,1625 Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
4062,6265 AZALEA LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4063,14056 PINELAND CIR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
4064,174 YANKEE VISTA DR #OROVILLE CA 95965,,Uncertain (Nearby features vary in damage),unverified
4065,1660 ASPEN LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4066,2468 HONEY RUN RD CHICO CA 95928,Destroyed (>50%),No Visible Damage,mismatch
4067,5081 WILDERNESS WAY #16L PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4068,11722 CAPRICORN WAY OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
4069,6265 ARTHUR CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
4070,5731 CHANEY LN PARADISE CA 95969,Affected (1-9%),Affected (1-9%),match
4071,13652 BADER MINE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4072,14197 ELMIRA CIR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
4073,14296 MANATEE CIR MAGALIA CA 95954,No Visible Damage,No Visible Damage,match
4074,14227 WYCLIFF WAY MAGALIA CA 95954,No Visible Damage,No Visible Damage,match
4075,6647 PENTZ RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
4076,6470 RANGER CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
4077,1409 Amy Ln Paradise CA 95969,,Destroyed (>50%),unverified
4078,82 BLUE JAY LN PARADISE CA 95969,,Destroyed (>50%),unverified
4079,6361 TABERNACLE LN PARADISE CA 95969,,Destroyed (>50%),unverified
4080,1376 ELLIOTT RD PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4081,13969 POTOMAC DR MAGALIA CA 95854,,Destroyed (>50%),unverified
4082,810 VIOLET WAY PARADISE CA 95969,,Destroyed (>50%),unverified
4083,13616 LANDER CT MAGALIA CA 95954,,Destroyed (>50%),unverified
4084,5975 Maxwell Dr #25 Paradise CA 95969,,No Visible Damage,unverified
4085,1162 ELLIOTT RD PARADISE CA 95969,,Destroyed (>50%),unverified
4086,3685 NEAL RD PARADISE CA 95969,,Destroyed (>50%),unverified
4087,6303 VICTORIA CT MAGALIA CA 95954,,Uncertain (Nearby features vary in damage),unverified
4088,13441 ADRIAN DR MAGALIA CA 95954,,Destroyed (>50%),unverified
4089,5849 James dr #B Paradise CA 95969,,Destroyed (>50%),unverified
4090,5585 HONEY VIEW TER PARADISE CA 95969,,Destroyed (>50%),unverified
4091,5585 HONEY VIEW TER PARADISE CA 95969,,Destroyed (>50%),unverified
4092,6657 PARAGALIA WAY PARADISE CA 95969,,Destroyed (>50%),unverified
4093,287 KEFFER RD #A PARADISE CA 95969,,Destroyed (>50%),unverified
4094,6427 GROVE CT MAGALIA CA 95954,,No Visible Damage,unverified
4095,1706 BILLE RD #A PARADISE CA 95969,,Destroyed (>50%),unverified
4096,14794 PINE CONE WAY MAGALIA CA 95954,,No Visible Damage,unverified
4097,5804 ALMOND ST PARADISE CA 95969,,Destroyed (>50%),unverified
4098,840 SUN RIVER CT PARADISE CA 95969,,Destroyed (>50%),unverified
4099,1024 MAPLE PARK DR PARADISE CA 95969,,Destroyed (>50%),unverified
4100,13800 OLD SKWY #A MAGALIA CA 95954,,Destroyed (>50%),unverified
4101,472 WILLS WAY #B PARADISE CA 95969,,Destroyed (>50%),unverified
4102,5620 JEWELL RD PARADISE CA 95969,,Destroyed (>50%),unverified
4103,6155 TYDEN WAY PARADISE CA 95969,,Destroyed (>50%),unverified
4104,1144 BILLIE RD #A PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4105,13515 UNION CT MAGALIA CA 95954,,Destroyed (>50%),unverified
4106,727 HAMMA DR PARADISE CA 95969,,Destroyed (>50%),unverified
4107,5821 DEER PARK LN PARADISE CA 95969,,Destroyed (>50%),unverified
4108,5770 CLARK RD #2 PARADISE CA 95969,,No Visible Damage,unverified
4109,6569 HURON CT MAGALIA CA 95954,,Destroyed (>50%),unverified
4110,449 NEVER NEVER LN PARADISE CA 95969,,Destroyed (>50%),unverified
4111,6419 HOLLYWOOD RD MAGALIA CA 95954,,No Visible Damage,unverified
4112,3061 SUNNYSIDE LN PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4113,4318 BIG BEND RD #11 OROVILLE CA 95965,,No Visible Damage,unverified
4114,5930 Camino ln #5 Paradise CA 95969,,"Error (Bad request: HTTPSConnectionPool(host='services1.arcgis.com', port=443): Max retries exceeded with url: /jUJYIo9tSA7EHvfZ/ArcGIS/rest/services/Camp2018_DINS_Public_View_Pictures/FeatureServer/0/query?outFields=%2A&f=pjson&geometry=%7B%22xmin%22%3A+-13538453.942615835%2C+%22ymin%22%3A+4830456.010574661%2C+%22ymax%22%3A+4831035.226685935%2C+%22xmax%22%3A+-13538008.664652664%7D&spatialRel=esriSpatialRelIntersects&geometryType=esriGeometryEnvelope&where=0%3D0 (Caused by NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x11251e910>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known',)))",unverified
4115,6203 PONDEROSA WAY MAGALIA CA 95954,,Destroyed (>50%),unverified
4116,14226 HARVARD CT MAGALIA CA 95954,,Destroyed (>50%),unverified
4117,5975 MAXWELL DR #B10 PARADISE CA 95969,,No Visible Damage,unverified
4118,5155 EDEN RD PARADISE CA 95969,,Destroyed (>50%),unverified
4119,5832 GOLDEN OAKS RD PARADISE CA 95969,,Destroyed (>50%),unverified
4120,6786 INDIAN DR #A MAGALIA CA 95954,,Uncertain (Nearby features vary in damage),unverified
4121,6355 ZUCKERMAN CT MAGALIA CA 95954,,Destroyed (>50%),unverified
4122,5744 HOLLY LN PARADISE CA 95969,,Destroyed (>50%),unverified
4123,15055 TWIN PINE RD MAGALIA CA 95954,,No Visible Damage,unverified
4124,5061 FOSTER RD PARADISE CA 95969,,"Error (Bad request: HTTPSConnectionPool(host='services1.arcgis.com', port=443): Max retries exceeded with url: /jUJYIo9tSA7EHvfZ/ArcGIS/rest/services/Camp2018_DINS_Public_View_Pictures/FeatureServer/0/query?outFields=%2A&f=pjson&geometry=%7B%22xmin%22%3A+-13540564.782800259%2C+%22ymin%22%3A+4827267.738455254%2C+%22ymax%22%3A+4827557.2497595055%2C+%22xmax%22%3A+-13540342.14381867%7D&spatialRel=esriSpatialRelIntersects&geometryType=esriGeometryEnvelope&where=0%3D0 (Caused by NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x18212a3390>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known',)))",unverified
4125,1030 FAIRVIEW DR PARADISE CA 95969,,Destroyed (>50%),unverified
4126,11781 Ridge Rim Rd Chico CA 95928,,Uncertain (Nearby features vary in damage),unverified
4127,970 CENTRAL PARK DR #A PARADISE CA 95969,,Destroyed (>50%),unverified
