Intake #,Full Addr,Damage,Notes,Reviewer,interactive map,http://calfire-forestry.maps.arcgis.com/apps/webappviewer/index.html?id=5306cc8cf38c4252830a38d467d33728&extent=-13547810.5486%2C4824920.1673%2C-13518764.4778%2C4841526.1117%2C102100,Street,City,State,Zipcode,temp,Intake #
4281,1354 ELLIOT RD #01 PARADISE CA 95969,,,,,,1354 ELLIOT RD #01,PARADISE,,95969,1354 ELLIOT RD #01 PARADISE,4281
4282,5633 CHERRY LN PARADISE CA 95969,,,,,,5633 CHERRY LN,PARADISE,,95969,5633 CHERRY LN PARADISE,4282
4283,6902 FARBER LN #A PARADISE CA 95969,,,,,,6902 FARBER LN #A,PARADISE,,95969,6902 FARBER LN #A PARADISE,4283
4284,6138 CLARK RD #4 PARADISE CA 95969,,,,,,6138 CLARK RD #4,PARADISE,,95969,6138 CLARK RD #4 PARADISE,4284
4285,13545 WICHITA DR MAGALIA CA 95954,,,,,,13545 WICHITA DR,MAGALIA,,95954,13545 WICHITA DR MAGALIA,4285
4286,6035 MAXWELL DR PARADISE CA 95969,,,,,,6035 MAXWELL DR,PARADISE,,95969,6035 MAXWELL DR PARADISE,4286
4287,5081 WILDERNESS WAY #1H PARADISE CA 95954,,,,,,5081 WILDERNESS WAY #1H,PARADISE,,95954,5081 WILDERNESS WAY #1H PARADISE,4287
4288,1281 BENNETT RD #2nd House PARADISE CA 95969,,,,,,1281 BENNETT RD #2nd House,PARADISE,,95969,1281 BENNETT RD #2nd House PARADISE,4288
4289,13751 EUREKA DR MAGALIA CA 95954,,,,,,13751 EUREKA DR,MAGALIA,,95954,13751 EUREKA DR MAGALIA,4289
4290,6120 LOIS DR PARADISE CA 95969,,,,,,6120 LOIS DR,PARADISE,,95969,6120 LOIS DR PARADISE,4290
4291,6207 FORGOTTEN WAY PARADISE CA 95969,,,,,,6207 FORGOTTEN WAY,PARADISE,,95969,6207 FORGOTTEN WAY PARADISE,4291
4292,14351 WINCHESTER LN MAGALIA CA 95954,,,,,,14351 WINCHESTER LN,MAGALIA,,95954,14351 WINCHESTER LN MAGALIA,4292
4293,1431 ELLIOTT RD PARADISE CA 95969,,,,,,1431 ELLIOTT RD,PARADISE,,95969,1431 ELLIOTT RD PARADISE,4293
4294,6226 BREVARD CIR MAGALIA CA 95954,,,,,,6226 BREVARD CIR,MAGALIA,,95954,6226 BREVARD CIR MAGALIA,4294
4295,5734 BLACK OLIVE DR PARADISE CA 95969,,,,,,5734 BLACK OLIVE DR,PARADISE,,95969,5734 BLACK OLIVE DR PARADISE,4295
4296,840 B ELLIOTT RD PARADISE CA 95969,,,,,,840 B ELLIOTT RD,PARADISE,,95969,840 B ELLIOTT RD PARADISE,4296
4297,851 CENTRAL PARK PARADISE CA 95969,,,,,,851 CENTRAL PARK,PARADISE,,95969,851 CENTRAL PARK PARADISE,4297
4298,5199 NEWSOME RANCH RD OROVILLE CA 95965,,,,,,5199 NEWSOME RANCH RD,OROVILLE,,95965,5199 NEWSOME RANCH RD OROVILLE,4298
4299,163 ROCKYTOP RD #163 Rockytop Rd OROVILLE CA 95965,,,,,,163 ROCKYTOP RD #163 Rockytop Rd,OROVILLE,,95965,163 ROCKYTOP RD #163 Rockytop Rd OROVILLE,4299
4300,4886 PENTZ RD PARADISE CA 95969,,,,,,4886 PENTZ RD,PARADISE,,95969,4886 PENTZ RD PARADISE,4300
4301,5921 camino ln #12 Paradise CA 95969,,,,,,5921 camino ln #12,Paradise,,95969,5921 camino ln #12 Paradise,4301
4302,5899 CRESTMOOR DR PARADISE CA 95969,,,,,,5899 CRESTMOOR DR,PARADISE,,95969,5899 CRESTMOOR DR PARADISE,4302
4303,9289 SKWY #67 PARADISE CA 95969,,,,,,9289 SKWY #67,PARADISE,,95969,9289 SKWY #67 PARADISE,4303
4304,1038 RAINBOW LN PARADISE CA 95969,,,,,,1038 RAINBOW LN,PARADISE,,95969,1038 RAINBOW LN PARADISE,4304
4305,8465 SKWY #3 PARADISE CA 95969,,,,,,8465 SKWY #3,PARADISE,,95969,8465 SKWY #3 PARADISE,4305
4306,13929 CLUSTER CT MAGALIA CA 95954,,,,,,13929 CLUSTER CT,MAGALIA,,95954,13929 CLUSTER CT MAGALIA,4306
4307,8991 SKWY PARADISE CA 95969,,,,,,8991 SKWY,PARADISE,,95969,8991 SKWY PARADISE,4307
4308,1006 wagstaff rd Paradise CA 95969,,,,,,1006 wagstaff rd,Paradise,,95969,1006 wagstaff rd Paradise,4308
4309,4009 NEAL RD PARADISE CA 95969,,,,,,4009 NEAL RD,PARADISE,,95969,4009 NEAL RD PARADISE,4309
4310,14141 RACINE CIR MAGALIA CA 95954,,,,,,14141 RACINE CIR,MAGALIA,,95954,14141 RACINE CIR MAGALIA,4310
4311,518 FIR ST PARADISE CA 95969,,,,,,518 FIR ST,PARADISE,,95969,518 FIR ST PARADISE,4311
4312,14874 Nimshew rd Magalia CA 95954,,,,,,14874 Nimshew rd,Magalia,,95954,14874 Nimshew rd Magalia,4312
4313,1354 ELLIOTT RD #18 PARADISE CA 95969,,,,,,1354 ELLIOTT RD #18,PARADISE,,95969,1354 ELLIOTT RD #18 PARADISE,4313
4314,12112 GRANITE RIDGE RD OROVILLE CA 95965,,,,,,12112 GRANITE RIDGE RD,OROVILLE,,95965,12112 GRANITE RIDGE RD OROVILLE,4314
4315,13721 EUREKA DR MAGALIA CA 95954,,,,,,13721 EUREKA DR,MAGALIA,,95954,13721 EUREKA DR MAGALIA,4315
4316,6108 Clark Rd #1 Paradise CA 95969,,,,,,6108 Clark Rd #1,Paradise,,95969,6108 Clark Rd #1 Paradise,4316
4317,6915 CLARK RD PARADISE CA 95969,,,,,,6915 CLARK RD,PARADISE,,95969,6915 CLARK RD PARADISE,4317
4318,6324 OBERLIN CT MAGALIA CA 95954,,,,,,6324 OBERLIN CT,MAGALIA,,95954,6324 OBERLIN CT MAGALIA,4318
4319,6420 MOSS LN PARADISE CA 95969,,,,,,6420 MOSS LN,PARADISE,,95969,6420 MOSS LN PARADISE,4319
4320,13741 CANYON DR MAGALIA CA 95954,,,,,,13741 CANYON DR,MAGALIA,,95954,13741 CANYON DR MAGALIA,4320
4321,5888 Maxwell dr Paradise CA 95969,,,,,,5888 Maxwell dr,Paradise,,95969,5888 Maxwell dr Paradise,4321
4322,1766 HEYNEN RD PARADISE CA 95969,,,,,,1766 HEYNEN RD,PARADISE,,95969,1766 HEYNEN RD PARADISE,4322
4323,6210 STENSON LN PARADISE CA 95969,,,,,,6210 STENSON LN,PARADISE,,95969,6210 STENSON LN PARADISE,4323
4324,5427 EDGEWOOD LN #10 PARADISE CA 95969,,,,,,5427 EDGEWOOD LN #10,PARADISE,,95969,5427 EDGEWOOD LN #10 PARADISE,4324
4325,13620 JENNIFER CT MAGALIA CA 95954,,,,,,13620 JENNIFER CT,MAGALIA,,95954,13620 JENNIFER CT MAGALIA,4325
4326,851 CENTRAL PARK PARADISE CA 95969,,,,,,851 CENTRAL PARK,PARADISE,,95969,851 CENTRAL PARK PARADISE,4326
4327,5586 SAWMILL RD PARADISE CA 95969,,,,,,5586 SAWMILL RD,PARADISE,,95969,5586 SAWMILL RD PARADISE,4327
4328,6332 Spar Way Magalia CA 95954,,,,,,6332 Spar Way,Magalia,,95954,6332 Spar Way Magalia,4328
4329,13768 SURCEASE MINE RD YANKEE HILL CA 95967,,,,,,13768 SURCEASE MINE RD YANKEE,HILL,,95967,13768 SURCEASE MINE RD YANKEE HILL,4329
4330,449 APPLE LN PARADISE CA 95969,,,,,,449 APPLE LN,PARADISE,,95969,449 APPLE LN PARADISE,4330
4331,14859 NORTHWOOD DR MAGALIA CA 95954,,,,,,14859 NORTHWOOD DR,MAGALIA,,95954,14859 NORTHWOOD DR MAGALIA,4331
4332,1164 ELLIOTT RD PARADISE CA 95969,,,,,,1164 ELLIOTT RD,PARADISE,,95969,1164 ELLIOTT RD PARADISE,4332
4333,6306 GRAHAM RD PARADISE CA 95969,,,,,,6306 GRAHAM RD,PARADISE,,95969,6306 GRAHAM RD PARADISE,4333
4334,1454 SEAN CT PARADISE CA 95969,,,,,,1454 SEAN CT,PARADISE,,95969,1454 SEAN CT PARADISE,4334
4335,1280 Wagstaff rd Paradise CA 95969,,,,,,1280 Wagstaff rd,Paradise,,95969,1280 Wagstaff rd Paradise,4335
4336,1522 NUNNELEY RD PARADISE CA 95969,,,,,,1522 NUNNELEY RD,PARADISE,,95969,1522 NUNNELEY RD PARADISE,4336
4337,6332 Spar Way Magalia CA 95954,,,,,,6332 Spar Way,Magalia,,95954,6332 Spar Way Magalia,4337
4338,2037 7th St Oroville CA 95965,,,,,,2037 7th St,Oroville,,95965,2037 7th St Oroville,4338
4339,1457 TOBIE LN PARADISE CA 95969,,,,,,1457 TOBIE LN,PARADISE,,95969,1457 TOBIE LN PARADISE,4339
4340,13494 Auroa Ct #B Magalia CA 95954,,,,,,13494 Auroa Ct #B,Magalia,,95954,13494 Auroa Ct #B Magalia,4340
4341,568 CASTLE DR PARADISE CA 95969,,,,,,568 CASTLE DR,PARADISE,,95969,568 CASTLE DR PARADISE,4341
4342,979 VILLAGE PKWY #E PARADISE CA 95969,,,,,,979 VILLAGE PKWY #E,PARADISE,,95969,979 VILLAGE PKWY #E PARADISE,4342
4343,6216 CALVARY CT MAGALIA CA 95954,,,,,,6216 CALVARY CT,MAGALIA,,95954,6216 CALVARY CT MAGALIA,4343
4344,7726 SKWY #17 PARADISE CA 95969,,,,,,7726 SKWY #17,PARADISE,,95969,7726 SKWY #17 PARADISE,4344
4345,520 FIR ST PARADISE CA 95969,,,,,,520 FIR ST,PARADISE,,95969,520 FIR ST PARADISE,4345
4346,1420 JUNIPER LN PARADISE CA 95969,,,,,,1420 JUNIPER LN,PARADISE,,95969,1420 JUNIPER LN PARADISE,4346
4347,5959 SELBY LN PARADISE CA 95969,,,,,,5959 SELBY LN,PARADISE,,95969,5959 SELBY LN PARADISE,4347
4348,1040 BUSCHMANN RD #96 PARADISE CA 95969,,,,,,1040 BUSCHMANN RD #96,PARADISE,,95969,1040 BUSCHMANN RD #96 PARADISE,4348
4349,1077 SHADOWBROOK WAY #18 PARADISE CA 95969,,,,,,1077 SHADOWBROOK WAY #18,PARADISE,,95969,1077 SHADOWBROOK WAY #18 PARADISE,4349
4350,5530 FOSTER RD PARADISE CA 95969,,,,,,5530 FOSTER RD,PARADISE,,95969,5530 FOSTER RD PARADISE,4350
4351,11121 YANNKK VISTA CIR OROVILLE CA 95965,,,,,,11121 YANNKK VISTA CIR,OROVILLE,,95965,11121 YANNKK VISTA CIR OROVILLE,4351
4352,6418 VENTURA DR MAGALIA CA 95954-9561,,,,,,6418 VENTURA DR MAGALIA CA,9,,-9561,6418 VENTURA DR MAGALIA CA 9,4352
4353,506 MONTGOMERY PL PARADISE CA 95969,,,,,,506 MONTGOMERY PL,PARADISE,,95969,506 MONTGOMERY PL PARADISE,4353
4354,13746 ENDICOT CIR MAGALIA CA 95954,,,,,,13746 ENDICOT CIR,MAGALIA,,95954,13746 ENDICOT CIR MAGALIA,4354
4355,1955 STEARNS RD PARADISE CA 95969,,,,,,1955 STEARNS RD,PARADISE,,95969,1955 STEARNS RD PARADISE,4355
4356,14243 SHERWOOD CIR MAGALIA CA 95954,,,,,,14243 SHERWOOD CIR,MAGALIA,,95954,14243 SHERWOOD CIR MAGALIA,4356
4357,1829 ARROWHEAD DR PARADISE CA 95969,,,,,,1829 ARROWHEAD DR,PARADISE,,95969,1829 ARROWHEAD DR PARADISE,4357
4358,840 SUN RIVER CT PARADISE CA 95969,,,,,,840 SUN RIVER CT,PARADISE,,95969,840 SUN RIVER CT PARADISE,4358
4359,8465 SKWY #2 PARADISE CA 95969,,,,,,8465 SKWY #2,PARADISE,,95969,8465 SKWY #2 PARADISE,4359
4360,6780 INDIAN DR #2 MAGALIA CA 95954,,,,,,6780 INDIAN DR #2,MAGALIA,,95954,6780 INDIAN DR #2 MAGALIA,4360
4361,14212 WINGATE CIR MAGALIA CA 95954,,,,,,14212 WINGATE CIR,MAGALIA,,95954,14212 WINGATE CIR MAGALIA,4361
4362,6087 MARTY CT PARADISE CA 95969,,,,,,6087 MARTY CT,PARADISE,,95969,6087 MARTY CT PARADISE,4362
4363,1077 SHADOWBROOK WAY #30 PARADISE CA 95969,,,,,,1077 SHADOWBROOK WAY #30,PARADISE,,95969,1077 SHADOWBROOK WAY #30 PARADISE,4363
4364,2206 DE MILLE RD PARADISE CA 95969,,,,,,2206 DE MILLE RD,PARADISE,,95969,2206 DE MILLE RD PARADISE,4364
4365,1921 MERRILL RD PARADISE CA 95969,,,,,,1921 MERRILL RD,PARADISE,,95969,1921 MERRILL RD PARADISE,4365
4366,988 BELLA VISTA AVE #PARADISE CA 95969,,,,,,988 BELLA VISTA AVE,#PARADISE,,95969,988 BELLA VISTA AVE #PARADISE,4366
4367,3375 NEAL RD PARADISE CA 95969,,,,,,3375 NEAL RD,PARADISE,,95969,3375 NEAL RD PARADISE,4367
4368,1648 NELSON LN PARADISE CA 95969,,,,,,1648 NELSON LN,PARADISE,,95969,1648 NELSON LN PARADISE,4368
4369,5914 PLNE VIEW DR PARADISE CA 95969,,,,,,5914 PLNE VIEW DR,PARADISE,,95969,5914 PLNE VIEW DR PARADISE,4369
4370,561 SHOCK WAY PARADISE CA 95969,,,,,,561 SHOCK WAY,PARADISE,,95969,561 SHOCK WAY PARADISE,4370
4371,13857 TULSA CT MAGALIA CA 95954,,,,,,13857 TULSA CT,MAGALIA,,95954,13857 TULSA CT MAGALIA,4371
4372,14804 WOOD DR MAGALIA CA 95954,,,,,,14804 WOOD DR,MAGALIA,,95954,14804 WOOD DR MAGALIA,4372
4373,900 CENTRAL PARK DR PARADISE CA 95969,,,,,,900 CENTRAL PARK DR,PARADISE,,95969,900 CENTRAL PARK DR PARADISE,4373
4374,13749 SO PARK DR MAGALIA CA 95954,,,,,,13749 SO PARK DR,MAGALIA,,95954,13749 SO PARK DR MAGALIA,4374
4375,5797 COPELAND RD PARADISE CA 95969,,,,,,5797 COPELAND RD,PARADISE,,95969,5797 COPELAND RD PARADISE,4375
4376,5628 JEWELL RD PARADISE CA 95969,,,,,,5628 JEWELL RD,PARADISE,,95969,5628 JEWELL RD PARADISE,4376
4377,6158 TYDEN WAY PARADISE CA 95969,,,,,,6158 TYDEN WAY,PARADISE,,95969,6158 TYDEN WAY PARADISE,4377
4378,1519 WARREN RD #A PARADISE CA 95969,,,,,,1519 WARREN RD #A,PARADISE,,95969,1519 WARREN RD #A PARADISE,4378
4379,6920 CLARK RD PARADISE CA 95969,,,,,,6920 CLARK RD,PARADISE,,95969,6920 CLARK RD PARADISE,4379
4380,14360 skwy #A13 Magaila CA 95954,,,,,,14360 skwy #A13,Magaila,,95954,14360 skwy #A13 Magaila,4380
4381,270 Tranquil Dr Paradise CA 95969,,,,,,270 Tranquil Dr,Paradise,,95969,270 Tranquil Dr Paradise,4381
4382,Campfire Apt Paradise CA 95969,,,,,,Campfire Apt,Paradise,,95969,Campfire Apt Paradise,4382
4383,1328 BILLE RD PARADISE CA 95969,,,,,,1328 BILLE RD,PARADISE,,95969,1328 BILLE RD PARADISE,4383
4384,1390 DELIA WAY PARADISE CA 95969,,,,,,1390 DELIA WAY,PARADISE,,95969,1390 DELIA WAY PARADISE,4384
4385,823 REGNIER LN PARADISE CA 95969,,,,,,823 REGNIER LN,PARADISE,,95969,823 REGNIER LN PARADISE,4385
4386,14842 WOOD DR MAGALIA CA 95954,,,,,,14842 WOOD DR,MAGALIA,,95954,14842 WOOD DR MAGALIA,4386
4387,1350 ORPUT LN PARADIS CA 95969,,,,,,1350 ORPUT LN,PARADIS,,95969,1350 ORPUT LN PARADIS,4387
4388,5084 PENTZ RD #24 PARADISE CA 95969,,,,,,5084 PENTZ RD #24,PARADISE,,95969,5084 PENTZ RD #24 PARADISE,4388
4389,1746 ARANY CT #PARADISE CA 95969,,,,,,1746 ARANY CT,#PARADISE,,95969,1746 ARANY CT #PARADISE,4389
4390,6123 OLIVER RD PARADISE CA 95969,,,,,,6123 OLIVER RD,PARADISE,,95969,6123 OLIVER RD PARADISE,4390
4391,6656 PENTZ RD #H PARADISE CA 95969,,,,,,6656 PENTZ RD #H,PARADISE,,95969,6656 PENTZ RD #H PARADISE,4391
4392,15042 TOREY PINE RD MAGALIA CA 95954,,,,,,15042 TOREY PINE RD,MAGALIA,,95954,15042 TOREY PINE RD MAGALIA,4392
4393,1491 SHERWOOD CIR MAGALIA CA 95954,,,,,,1491 SHERWOOD CIR,MAGALIA,,95954,1491 SHERWOOD CIR MAGALIA,4393
4394,5803 COPELAND RD PARADISE CA 95969,,,,,,5803 COPELAND RD,PARADISE,,95969,5803 COPELAND RD PARADISE,4394
4395,5883 FICKETT LN PARADISE CA 95969,,,,,,5883 FICKETT LN,PARADISE,,95969,5883 FICKETT LN PARADISE,4395
4396,1519 WARREN RD #A PARADISE CA 95969,,,,,,1519 WARREN RD #A,PARADISE,,95969,1519 WARREN RD #A PARADISE,4396
4397,6148 CLARK RD #3 PARADISE CA 95956,,,,,,6148 CLARK RD #3,PARADISE,,95956,6148 CLARK RD #3 PARADISE,4397
4398,6498 SIMON WAY PARADISE CA 95969,,,,,,6498 SIMON WAY,PARADISE,,95969,6498 SIMON WAY PARADISE,4398
4399,3878 WINDERMERE LN oroville CA 95965,,,,,,3878 WINDERMERE LN,oroville,,95965,3878 WINDERMERE LN oroville,4399
4400,1664 EAGLET WAY PARADISE CA 95969,,,,,,1664 EAGLET WAY,PARADISE,,95969,1664 EAGLET WAY PARADISE,4400
4401,5850 KIBLER RD #5850 PARADISE CA 95969,,,,,,5850 KIBLER RD #5850,PARADISE,,95969,5850 KIBLER RD #5850 PARADISE,4401
4402,6378 ROCKY LN PARADISE CA 95969,,,,,,6378 ROCKY LN,PARADISE,,95969,6378 ROCKY LN PARADISE,4402
4403,6280 Pentz rd #42 Paradise CA 95969,,,,,,6280 Pentz rd #42,Paradise,,95969,6280 Pentz rd #42 Paradise,4403
4404,6656 PENTZ RD #14 MAGALIA CA 95969,,,,,,6656 PENTZ RD #14,MAGALIA,,95969,6656 PENTZ RD #14 MAGALIA,4404
4405,1738 TARA LN PARADISE CA 95969,,,,,,1738 TARA LN,PARADISE,,95969,1738 TARA LN PARADISE,4405
4406,14014 CRESTON RD MAGALIA CA 95954,,,,,,14014 CRESTON RD,MAGALIA,,95954,14014 CRESTON RD MAGALIA,4406
4407,6280 PENTZ RD #42 PARADISE CA 95969,,,,,,6280 PENTZ RD #42,PARADISE,,95969,6280 PENTZ RD #42 PARADISE,4407
4408,9289 SKWY #55 PARADISE CA 95969,,,,,,9289 SKWY #55,PARADISE,,95969,9289 SKWY #55 PARADISE,4408
4409,7707 skwy Paradise CA 95969,,,,,,7707 skwy,Paradise,,95969,7707 skwy Paradise,4409
4410,2385 Stearns Rd #B Paradise CA 95969,,,,,,2385 Stearns Rd #B,Paradise,,95969,2385 Stearns Rd #B Paradise,4410
4411,7974 SKWY #18 PARADISE CA 95969,,,,,,7974 SKWY #18,PARADISE,,95969,7974 SKWY #18 PARADISE,4411
4412,14808 HOLMWOOD DR MAGALIA CA 95954,,,,,,14808 HOLMWOOD DR,MAGALIA,,95954,14808 HOLMWOOD DR MAGALIA,4412
4413,5436 CLARK RD #51 PARADISE CA 95969,,,,,,5436 CLARK RD #51,PARADISE,,95969,5436 CLARK RD #51 PARADISE,4413
4414,1875 NORWOOD DR PARADISE CA 95969,,,,,,1875 NORWOOD DR,PARADISE,,95969,1875 NORWOOD DR PARADISE,4414
4415,869 CENTRAL PARK DR #2 PARADISE CA 95969,,,,,,869 CENTRAL PARK DR #2,PARADISE,,95969,869 CENTRAL PARK DR #2 PARADISE,4415
4416,14820 MAGALIA DR MAGALIA CA 95954,,,,,,14820 MAGALIA DR,MAGALIA,,95954,14820 MAGALIA DR MAGALIA,4416
4417,1471 KILCREASE CIR PARADISE CA 95969,,,,,,1471 KILCREASE CIR,PARADISE,,95969,1471 KILCREASE CIR PARADISE,4417
4418,6440 rix ln #B Paradise CA 95969,,,,,,6440 rix ln #B,Paradise,,95969,6440 rix ln #B Paradise,4418
4419,5900 CANYON VIEW DR #301 PARADISE CA 95969,,,,,,5900 CANYON VIEW DR #301,PARADISE,,95969,5900 CANYON VIEW DR #301 PARADISE,4419
4420,4123 PENTZ RD PARADISE CA 95969,,,,,,4123 PENTZ RD,PARADISE,,95969,4123 PENTZ RD PARADISE,4420
4421,13695 ENDICOT CIR MAGALIA CA 95954,,,,,,13695 ENDICOT CIR,MAGALIA,,95954,13695 ENDICOT CIR MAGALIA,4421
4422,14118 CRESTON RD MAGALIA CA 95954,,,,,,14118 CRESTON RD,MAGALIA,,95954,14118 CRESTON RD MAGALIA,4422
4423,5721 BONNIE LN PARADISE CA 95969,,,,,,5721 BONNIE LN,PARADISE,,95969,5721 BONNIE LN PARADISE,4423
4424,6177 SAWMILL RD PARADISE CA 95969,,,,,,6177 SAWMILL RD,PARADISE,,95969,6177 SAWMILL RD PARADISE,4424
4425,14746 WOOD DR MAGALIA CA 9T954,,,,,,14746 WOOD DR,MAGALIA,,9T954,14746 WOOD DR MAGALIA,4425
4426,557 RUSTIC LN PARADISE CA 95969,,,,,,557 RUSTIC LN,PARADISE,,95969,557 RUSTIC LN PARADISE,4426
4427,869 CENTRAL PARK DR #2 PARADISE CA 95969,,,,,,869 CENTRAL PARK DR #2,PARADISE,,95969,869 CENTRAL PARK DR #2 PARADISE,4427
4428,13962 CHESTNUT CIR MAGALIA CA 95954,,,,,,13962 CHESTNUT CIR,MAGALIA,,95954,13962 CHESTNUT CIR MAGALIA,4428
4429,1411 RAMADA LN PARADISE CA 95969,,,,,,1411 RAMADA LN,PARADISE,,95969,1411 RAMADA LN PARADISE,4429
4430,14655 SKWY MAGALIA CA 95954,,,,,,14655 SKWY,MAGALIA,,95954,14655 SKWY MAGALIA,4430
4431,5789 THOREAU LN PARADISE CA 95969,,,,,,5789 THOREAU LN,PARADISE,,95969,5789 THOREAU LN PARADISE,4431
4432,1083 KEMAN LN PARADISE CA 95969,,,,,,1083 KEMAN LN,PARADISE,,95969,1083 KEMAN LN PARADISE,4432
4433,557 RUSTIC LN PARADISE CA 95969,,,,,,557 RUSTIC LN,PARADISE,,95969,557 RUSTIC LN PARADISE,4433
4434,5558 ANGEL DR PARADISE CA 95969,,,,,,5558 ANGEL DR,PARADISE,,95969,5558 ANGEL DR PARADISE,4434
4435,6036 CRESTVIEW DR PARIDISE CA 95969,,,,,,6036 CRESTVIEW DR,PARIDISE,,95969,6036 CRESTVIEW DR PARIDISE,4435
4436,15065 DOE MILL RD MAGALIA CA 95954,,,,,,15065 DOE MILL RD,MAGALIA,,95954,15065 DOE MILL RD MAGALIA,4436
4437,14839 HOLMWOOD DR MAGALIA CA 95954,,,,,,14839 HOLMWOOD DR,MAGALIA,,95954,14839 HOLMWOOD DR MAGALIA,4437
4438,14711 FARGO CT MAGALIA CA 95954,,,,,,14711 FARGO CT,MAGALIA,,95954,14711 FARGO CT MAGALIA,4438
4439,5680 SAWMILL RD PARADISE CA 95969,,,,,,5680 SAWMILL RD,PARADISE,,95969,5680 SAWMILL RD PARADISE,4439
4440,477 SUNBURST DR PARADISE CA 95969,,,,,,477 SUNBURST DR,PARADISE,,95969,477 SUNBURST DR PARADISE,4440
4441,1362 KELLER LN PARADISE CA 95969,,,,,,1362 KELLER LN,PARADISE,,95969,1362 KELLER LN PARADISE,4441
4442,1280 Wagstaff RD #70 Paradise CA 95969,,,,,,1280 Wagstaff RD #70,Paradise,,95969,1280 Wagstaff RD #70 Paradise,4442
4443,1517 BIG PINE RD PARADISE CA 95969,,,,,,1517 BIG PINE RD,PARADISE,,95969,1517 BIG PINE RD PARADISE,4443
4444,1515 INTERCESSOR PL PARADISE CA 95969,,,,,,1515 INTERCESSOR PL,PARADISE,,95969,1515 INTERCESSOR PL PARADISE,4444
4445,1486 MAGADON RD PARADISE CA 95969,,,,,,1486 MAGADON RD,PARADISE,,95969,1486 MAGADON RD PARADISE,4445
4446,553 BARBARA WAY PARADISE CA 95969,,,,,,553 BARBARA WAY,PARADISE,,95969,553 BARBARA WAY PARADISE,4446
4447,8408 MONTNA DR PARADISE CA 95969,,,,,,8408 MONTNA DR,PARADISE,,95969,8408 MONTNA DR PARADISE,4447
4448,6310 LANCASTER DR PARADISE CA 95969,,,,,,6310 LANCASTER DR,PARADISE,,95969,6310 LANCASTER DR PARADISE,4448
4449,1172 Wagstaff rd Paradise CA 95969,,,,,,1172 Wagstaff rd,Paradise,,95969,1172 Wagstaff rd Paradise,4449
4450,13964 POTOMAC DR MAGALIA CA 95954,,,,,,13964 POTOMAC DR,MAGALIA,,95954,13964 POTOMAC DR MAGALIA,4450
4451,13671 ANDOVER DR MAGALIA CA 95954,,,,,,13671 ANDOVER DR,MAGALIA,,95954,13671 ANDOVER DR MAGALIA,4451
4452,5223 FOSTER RD PARADISE CA 95969,,,,,,5223 FOSTER RD,PARADISE,,95969,5223 FOSTER RD PARADISE,4452
4453,14842 UPLAND RD MAGALIA CA 95954,,,,,,14842 UPLAND RD,MAGALIA,,95954,14842 UPLAND RD MAGALIA,4453
4454,6455 RIX LN PARADISE CA 95969,,,,,,6455 RIX LN,PARADISE,,95969,6455 RIX LN PARADISE,4454
4455,1250 Elliott Rd #27 Paradise CA 95969,,,,,,1250 Elliott Rd #27,Paradise,,95969,1250 Elliott Rd #27 Paradise,4455
4456,8585 SKWY PARADISE CA 95969,,,,,,8585 SKWY,PARADISE,,95969,8585 SKWY PARADISE,4456
4457,14804 pine cone way Magilia CA 95954,,,,,,14804 pine cone way,Magilia,,95954,14804 pine cone way Magilia,4457
4458,1079 LISA LN PARADISE CA 95969,,,,,,1079 LISA LN,PARADISE,,95969,1079 LISA LN PARADISE,4458
4459,1473KRISTIN CT PARADISE CA 95969,,,,,,1473KRISTIN CT,PARADISE,,95969,1473KRISTIN CT PARADISE,4459
4460,1426 WEST DOTTIE LN PARADISE CA 95969,,,,,,1426 WEST DOTTIE LN,PARADISE,,95969,1426 WEST DOTTIE LN PARADISE,4460
4461,6356 ZUCKERMAN CT MAGALIA CA 95954,,,,,,6356 ZUCKERMAN CT,MAGALIA,,95954,6356 ZUCKERMAN CT MAGALIA,4461
4462,6816 LEONE WAY PARADISE CA 95969,,,,,,6816 LEONE WAY,PARADISE,,95969,6816 LEONE WAY PARADISE,4462
4463,5279 XENO PL PARADISE CA 95969,,,,,,5279 XENO PL,PARADISE,,95969,5279 XENO PL PARADISE,4463
4464,1610 Revere Ct Paradise CA 95969,,,,,,1610 Revere Ct,Paradise,,95969,1610 Revere Ct Paradise,4464
4465,13937 RUTGERS CT MAGALIA CA 95954,,,,,,13937 RUTGERS CT,MAGALIA,,95954,13937 RUTGERS CT MAGALIA,4465
4466,6799 SKWY #So 43 PARADISE CA 95969,,,,,,6799 SKWY #So 43,PARADISE,,95969,6799 SKWY #So 43 PARADISE,4466
4467,6434 RANGER CT MAGALIA CA 95954,,,,,,6434 RANGER CT,MAGALIA,,95954,6434 RANGER CT MAGALIA,4467
4468,543 Bille Rd Paradise CA 95969,,,,,,543 Bille Rd,Paradise,,95969,543 Bille Rd Paradise,4468
4469,3627 DION RD SAME CA 95965,,,,,,3627 DION RD,SAME,,95965,3627 DION RD SAME,4469
4470,5825 FICKETT LN PARADISE CA 95969,,,,,,5825 FICKETT LN,PARADISE,,95969,5825 FICKETT LN PARADISE,4470
4471,5827 ACORN RIDGE DR PARADISE CA 95969,,,,,,5827 ACORN RIDGE DR,PARADISE,,95969,5827 ACORN RIDGE DR PARADISE,4471
